Run,Assay Type,AvgSpotLen,BioProject,BioSample,Center Name,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name,Host_Age,host_body_product,host_body_temp,Host_Diet,host_family_relationship,host_growth_cond,host_last_meal,host_life_stage,host_sex,host_taxid,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,MBases,MBytes,Organism,perturbation,Platform,ReleaseDate,samp_store_temp,sample_acc,Sample Name,SRA Study,BIOME,collectiondate,env_package,feature,host_common_name,investigation_type,label,material,project_name,samp_mat_process,samp_size,samp_store_dur,specific_host,sub_species,chem_administration,collection_date,env_biome,env_feature,env_material,host
SRR5368844,RNA-Seq,100,PRJNA237795,SAMN02645083,IOWA STATE UNIVERSITY,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2664100,Ames Iowa,35 days,feces,39,"TechStart 17-25\, Kent Feeds\, Muscatine\, IA",Offspring of sow A,ambient,not fasted,grower pig,male,9825,Illumina HiSeq 2000,192_5_feces_mt,SINGLE,cDNA,METATRANSCRIPTOMIC,8804,6175,Sus scrofa domesticus,medicated,ILLUMINA,2017-04-03T00:00:00Z,-20 degrees Celsius,SRS560658,192_5.sff,SRP038757,swine intestinal tract,5/30/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,50 grams feces,22 to 6 months,192,domesticus,,,,,,
SRR5368850,RNA-Seq,99,PRJNA237795,SAMN02645077,IOWA STATE UNIVERSITY,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2664106,Ames Iowa,41 days,feces,39,"TechStart 17-25\, Kent Feeds\, Muscatine\, IA",Offspring of sow A,ambient,not fasted,grower pig,male,9825,Illumina HiSeq 2000,192_1_feces_mt,SINGLE,cDNA,METATRANSCRIPTOMIC,7361,4974,Sus scrofa domesticus,medicated,ILLUMINA,2017-04-03T00:00:00Z,-20 degrees Celsius,SRS560652,192_1.sff,SRP038757,swine intestinal tract,6/5/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,3 grams feces,1 to 6 months,192,domesticus,,,,,,
SRR5368848,RNA-Seq,100,PRJNA237795,SAMN02645079,IOWA STATE UNIVERSITY,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2664104,Ames Iowa,42 days,feces,39,"TechStart 17-25\, Kent Feeds\, Muscatine\, IA",Offspring of sow A,ambient,not fasted,grower pig,male,9825,Illumina HiSeq 2000,192_2_feces_mt,SINGLE,cDNA,METATRANSCRIPTOMIC,6949,4710,Sus scrofa domesticus,medicated,ILLUMINA,2017-04-03T00:00:00Z,-20 degrees Celsius,SRS560654,192_2.sff,SRP038757,swine intestinal tract,6/6/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,14 grams feces,1 to 6 months,192,domesticus,,,,,,
SRR5368841,RNA-Seq,99,PRJNA237795,SAMN02645084,IOWA STATE UNIVERSITY,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2664097,Ames Iowa,47 days,feces,39,"TechStart 17-25 (Kent Feeds\, Muscatine\, IA)",Offspring of sow A,ambient,not fasted,grower pig,male,9825,Illumina HiSeq 2000,192_7_feces_mt,SINGLE,cDNA,METATRANSCRIPTOMIC,6839,4820,Sus scrofa domesticus,medicated,ILLUMINA,2017-04-03T00:00:00Z,-20 degrees Celsius,SRS560659,192_7.sff,SRP038757,swine intestinal tract,6/11/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,62 grams feces,34 to 6 months,192,domesticus,,,,,,
SRR5368838,RNA-Seq,100,PRJNA237795,SAMN02645095,IOWA STATE UNIVERSITY,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2664094,Ames Iowa,35 days,feces,39,"TechStart 17-25 (Kent Feeds\, Muscatine\, IA)",Offspring of sow A,ambient,not fasted,grower pig,male,9825,Illumina HiSeq 2000,193_5_feces_mt,SINGLE,cDNA,METATRANSCRIPTOMIC,5039,3536,Sus scrofa domesticus,non-medicated,ILLUMINA,2017-04-03T00:00:00Z,-20 degrees Celsius,SRS560670,193_5.sff,SRP038757,swine intestinal tract,5/30/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,57 grams feces,29 to 6 months,193,domesticus,,,,,,
SRR5368829,RNA-Seq,100,PRJNA237795,SAMN02645107,IOWA STATE UNIVERSITY,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2664085,Ames Iowa,35 days,feces,39,"TechStart 17-25\, Kent Feeds\, Muscatine\, IA",Offspring of sow B,ambient,not fasted,grower pig,male,9825,Illumina HiSeq 2000,194_5_feces_mt,SINGLE,cDNA,METATRANSCRIPTOMIC,3405,2139,Sus scrofa domesticus,medicated,ILLUMINA,2017-04-03T00:00:00Z,-20 degrees Celsius,SRS560682,194_5.sff,SRP038757,swine intestinal tract,5/30/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,51 grams feces,23 to 6 months,194,domesticus,,,,,,
SRR5368835,RNA-Seq,99,PRJNA237795,SAMN02645101,IOWA STATE UNIVERSITY,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2664091,Ames Iowa,41 days,feces,39,"TechStart 17-25 (Kent Feeds\, Muscatine\, IA)",Offspring of sow B,ambient,not fasted,grower pig,male,9825,Illumina HiSeq 2000,194_1_feces_mt,SINGLE,cDNA,METATRANSCRIPTOMIC,5869,4161,Sus scrofa domesticus,medicated,ILLUMINA,2017-04-03T00:00:00Z,-20 degrees Celsius,SRS560676,194_1.sff,SRP038757,swine intestinal tract,6/5/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,4 grams feces,1 to 6 months,194,domesticus,,,,,,
SRR5368833,RNA-Seq,99,PRJNA237795,SAMN02645103,IOWA STATE UNIVERSITY,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2664089,Ames Iowa,42 days,feces,39,"TechStart 17-25\, Kent Feeds\, Muscatine\, IA",Offspring of sow B,ambient,not fasted,grower pig,male,9825,Illumina HiSeq 2000,194_2_feces_mt,SINGLE,cDNA,METATRANSCRIPTOMIC,4876,3338,Sus scrofa domesticus,medicated,ILLUMINA,2017-04-03T00:00:00Z,-20 degrees Celsius,SRS560678,194_2.sff,SRP038757,swine intestinal tract,6/6/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,15 grams feces,1 to 6 months,194,domesticus,,,,,,
SRR5368826,RNA-Seq,99,PRJNA237795,SAMN02645108,IOWA STATE UNIVERSITY,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2664082,Ames Iowa,47 days,feces,39,"TechStart 17-25\, Kent Feeds\, Muscatine\, IA",Offspring of sow B,ambient,not fasted,grower pig,male,9825,Illumina HiSeq 2000,194_7_feces_mt,SINGLE,cDNA,METATRANSCRIPTOMIC,8451,5800,Sus scrofa domesticus,medicated,ILLUMINA,2017-04-03T00:00:00Z,-20 degrees Celsius,SRS560683,194_7.sff,SRP038757,swine intestinal tract,6/11/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,63 grams feces,35 to 6 months,194,domesticus,,,,,,
SRR5368817,RNA-Seq,101,PRJNA237795,SAMN02645119,IOWA STATE UNIVERSITY,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2664073,Ames Iowa,35 days,feces,39,"TechStart 17-25\, Kent Feeds\, Muscatine\, IA",Offspring of sow B,ambient,not fasted,grower pig,female,9825,Illumina HiSeq 2000,195_5_feces_mt,SINGLE,cDNA,METATRANSCRIPTOMIC,5214,2996,Sus scrofa domesticus,medicated,ILLUMINA,2017-04-03T00:00:00Z,-20 degrees Celsius,SRS560694,195_5.sff,SRP038757,swine intestinal tract,5/30/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,52 grams feces,24 to 6 months,195,domesticus,,,,,,
SRR5368823,RNA-Seq,100,PRJNA237795,SAMN02645113,IOWA STATE UNIVERSITY,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2664079,Ames Iowa,41 days,feces,39,"TechStart 17-25 (Kent Feeds\, Muscatine\, IA)",Offspring of sow B,ambient,not fasted,grower pig,female,9825,Illumina HiSeq 2000,195_1_feces_mt,SINGLE,cDNA,METATRANSCRIPTOMIC,3413,2368,Sus scrofa domesticus,medicated,ILLUMINA,2017-04-03T00:00:00Z,-20 degrees Celsius,SRS560688,195_1.sff,SRP038757,swine intestinal tract,6/5/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,5 grams feces,1 to 6 months,195,domesticus,,,,,,
SRR5368821,RNA-Seq,100,PRJNA237795,SAMN02645115,IOWA STATE UNIVERSITY,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2664077,Ames Iowa,42 days,feces,39,"TechStart 17-25\, Kent Feeds\, Muscatine\, IA",Offspring of sow B,ambient,not fasted,grower pig,female,9825,Illumina HiSeq 2000,195_2_feces_mt,SINGLE,cDNA,METATRANSCRIPTOMIC,4680,3096,Sus scrofa domesticus,medicated,ILLUMINA,2017-04-03T00:00:00Z,-20 degrees Celsius,SRS560690,195_2.sff,SRP038757,swine intestinal tract,6/6/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,16 grams feces,1 to 6 months,195,domesticus,,,,,,
SRR5368814,RNA-Seq,99,PRJNA237795,SAMN02645120,IOWA STATE UNIVERSITY,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2664070,Ames Iowa,47 days,feces,39,"TechStart 17-25\, Kent Feeds\, Muscatine\, IA",Offspring of sow B,ambient,not fasted,grower pig,female,9825,Illumina HiSeq 2000,195_7_feces_mt,SINGLE,cDNA,METATRANSCRIPTOMIC,2310,1542,Sus scrofa domesticus,medicated,ILLUMINA,2017-04-03T00:00:00Z,-20 degrees Celsius,SRS560695,195_7.sff,SRP038757,swine intestinal tract,6/11/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,64 grams feces,36 to 6 months,195,domesticus,,,,,,
SRR5368806,RNA-Seq,100,PRJNA237795,SAMN02645131,IOWA STATE UNIVERSITY,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2664062,Ames Iowa,35 days,feces,39,"TechStart 17-25\, Kent Feeds\, Muscatine\, IA",Offspring of sow B,ambient,not fasted,grower pig,female,9825,Illumina HiSeq 2000,196_5_feces_mt,SINGLE,cDNA,METATRANSCRIPTOMIC,2240,1546,Sus scrofa domesticus,non-medicated,ILLUMINA,2017-04-03T00:00:00Z,-20 degrees Celsius,SRS560706,196_5.sff,SRP038757,swine intestinal tract,5/30/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,58 grams feces,30 to 6 months,196,domesticus,,,,,,
SRR5368811,RNA-Seq,99,PRJNA237795,SAMN02645125,IOWA STATE UNIVERSITY,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2664067,Ames Iowa,41 days,feces,39,"TechStart 17-25\, Kent Feeds\, Muscatine\, IA",Offspring of sow B,ambient,not fasted,grower pig,female,9825,Illumina HiSeq 2000,196_1_feces_mt,SINGLE,cDNA,METATRANSCRIPTOMIC,4272,2950,Sus scrofa domesticus,non-medicated,ILLUMINA,2017-04-03T00:00:00Z,-20 degrees Celsius,SRS560700,196_1.sff,SRP038757,swine intestinal tract,6/5/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,10 grams feces,1 to 6 months,196,domesticus,,,,,,
SRR5368809,RNA-Seq,99,PRJNA237795,SAMN02645127,IOWA STATE UNIVERSITY,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2664065,Ames Iowa,42 days,feces,39,"TechStart 17-25 (Kent Feeds\, Muscatine\, IA)",Offspring of sow B,ambient,not fasted,grower pig,female,9825,Illumina HiSeq 2000,196_2_feces_mt,SINGLE,cDNA,METATRANSCRIPTOMIC,5205,3436,Sus scrofa domesticus,non-medicated,ILLUMINA,2017-04-03T00:00:00Z,-20 degrees Celsius,SRS560702,196_2.sff,SRP038757,swine intestinal tract,6/6/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,22 grams feces,1 to 6 months,196,domesticus,,,,,,
SRR5368803,RNA-Seq,100,PRJNA237795,SAMN02645132,IOWA STATE UNIVERSITY,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2664059,Ames Iowa,47 days,feces,39,"TechStart 17-25\, Kent Feeds\, Muscatine\, IA",Offspring of sow B,ambient,not fasted,grower pig,female,9825,Illumina HiSeq 2000,196_7_feces_mt,SINGLE,cDNA,METATRANSCRIPTOMIC,3790,2632,Sus scrofa domesticus,non-medicated,ILLUMINA,2017-04-03T00:00:00Z,-20 degrees Celsius,SRS560707,196_7.sff,SRP038757,swine intestinal tract,6/11/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,70 grams feces,42 to 6 months,196,domesticus,,,,,,
SRR5368795,RNA-Seq,99,PRJNA237795,SAMN02645143,IOWA STATE UNIVERSITY,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2664051,Ames Iowa,35 days,feces,39,"TechStart 17-25\, Kent Feeds\, Muscatine\, IA",Offspring of sow B,ambient,not fasted,grower pig,male,9825,Illumina HiSeq 2000,197_5_feces_mt,SINGLE,cDNA,METATRANSCRIPTOMIC,7151,4714,Sus scrofa domesticus,non-medicated,ILLUMINA,2017-04-03T00:00:00Z,-20 degrees Celsius,SRS560719,197_5.sff,SRP038757,swine intestinal tract,5/30/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,59 grams feces,31 to 6 months,197,domesticus,,,,,,
SRR5368800,RNA-Seq,100,PRJNA237795,SAMN02645137,IOWA STATE UNIVERSITY,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2664056,Ames Iowa,41 days,feces,39,"TechStart 17-25\, Kent Feeds\, Muscatine\, IA",Offspring of sow B,ambient,not fasted,grower pig,male,9825,Illumina HiSeq 2000,197_1_feces_mt,SINGLE,cDNA,METATRANSCRIPTOMIC,3246,2236,Sus scrofa domesticus,non-medicated,ILLUMINA,2017-04-03T00:00:00Z,-20 degrees Celsius,SRS560712,197_1.sff,SRP038757,swine intestinal tract,6/5/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,11 grams feces,1 to 6 months,197,domesticus,,,,,,
SRR5368798,RNA-Seq,100,PRJNA237795,SAMN02645139,IOWA STATE UNIVERSITY,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2664054,Ames Iowa,42 days,feces,39,"TechStart 17-25 (Kent Feeds\, Muscatine\, IA)",Offspring of sow B,ambient,not fasted,grower pig,male,9825,Illumina HiSeq 2000,197_2_feces_mt,SINGLE,cDNA,METATRANSCRIPTOMIC,5002,3408,Sus scrofa domesticus,non-medicated,ILLUMINA,2017-04-03T00:00:00Z,-20 degrees Celsius,SRS560714,197_2.sff,SRP038757,swine intestinal tract,6/6/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,23 grams feces,1 to 6 months,197,domesticus,,,,,,
SRR5368792,RNA-Seq,100,PRJNA237795,SAMN02645144,IOWA STATE UNIVERSITY,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2664048,Ames Iowa,47 days,feces,39,"TechStart 17-25\, Kent Feeds\, Muscatine\, IA",Offspring of sow B,ambient,not fasted,grower pig,male,9825,Illumina HiSeq 2000,197_7_feces_mt,SINGLE,cDNA,METATRANSCRIPTOMIC,5067,3430,Sus scrofa domesticus,non-medicated,ILLUMINA,2017-04-03T00:00:00Z,-20 degrees Celsius,SRS560718,197_7.sff,SRP038757,swine intestinal tract,6/11/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,71 grams feces,43 to 6 months,197,domesticus,,,,,,
SRR5368786,RNA-Seq,100,PRJNA237795,SAMN02645154,IOWA STATE UNIVERSITY,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2664042,Ames Iowa,35 days,feces,39,"TechStart 17-25 (Kent Feeds\, Muscatine\, IA)",Offspring of sow B,ambient,not fasted,grower pig,female,9825,Illumina HiSeq 2000,198_5_feces_mt,SINGLE,cDNA,METATRANSCRIPTOMIC,4688,2913,Sus scrofa domesticus,medicated,ILLUMINA,2017-04-03T00:00:00Z,-20 degrees Celsius,SRS560729,198_5.sff,SRP038757,swine intestinal tract,5/30/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,53 grams feces,25 to 6 months,198,domesticus,,,,,,
SRR5368789,RNA-Seq,99,PRJNA237795,SAMN02645150,IOWA STATE UNIVERSITY,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2664045,Ames Iowa,42 days,feces,39,"TechStart 17-25\, Kent Feeds\, Muscatine\, IA",Offspring of sow B,ambient,not fasted,grower pig,female,9825,Illumina HiSeq 2000,198_2_feces_mt,SINGLE,cDNA,METATRANSCRIPTOMIC,2688,1934,Sus scrofa domesticus,medicated,ILLUMINA,2017-04-03T00:00:00Z,-20 degrees Celsius,SRS560725,198_2.sff,SRP038757,swine intestinal tract,6/6/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,17 grams feces,1 to 6 months,198,domesticus,,,,,,
SRR5368783,RNA-Seq,101,PRJNA237795,SAMN02645155,IOWA STATE UNIVERSITY,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2664039,Ames Iowa,47 days,feces,39,"TechStart 17-25\, Kent Feeds\, Muscatine\, IA",Offspring of sow B,ambient,not fasted,grower pig,female,9825,Illumina HiSeq 2000,198_7_feces_mt,SINGLE,cDNA,METATRANSCRIPTOMIC,2495,1438,Sus scrofa domesticus,medicated,ILLUMINA,2017-04-03T00:00:00Z,-20 degrees Celsius,SRS560730,198_7.sff,SRP038757,swine intestinal tract,6/11/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,65 grams feces,37 to 6 months,198,domesticus,,,,,,
SRR5368780,RNA-Seq,99,PRJNA237795,SAMN06627623,IOWA STATE UNIVERSITY,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2664036,Ames Iowa,41 days,feces,39,"TechStart 17-25\, Kent Feeds\, Muscatine\, IA",Offspring of sow B,ambient,not fasted,grower pig,male,9825,Illumina HiSeq 2000,200_1_feces_mt,SINGLE,cDNA,METATRANSCRIPTOMIC,7182,5152,pig gut metagenome,non-medicated,ILLUMINA,2017-04-03T00:00:00Z,-20 degrees Celsius,SRS2065945,200_1_feces,SRP038757,swine intestinal tract,6/5/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,,,200,domesticus,,,,,,
SRR5368778,RNA-Seq,99,PRJNA237795,SAMN06627624,IOWA STATE UNIVERSITY,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2664034,Ames Iowa,42 days,feces,39,"TechStart 17-25\, Kent Feeds\, Muscatine\, IA",Offspring of sow B,ambient,not fasted,grower pig,male,9825,Illumina HiSeq 2000,200_2_feces_mt,SINGLE,cDNA,METATRANSCRIPTOMIC,5312,3610,pig gut metagenome,non-medicated,ILLUMINA,2017-04-03T00:00:00Z,-20 degrees Celsius,SRS2065944,200_2_feces,SRP038757,swine intestinal tract,6/6/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,,,200,domesticus,,,,,,
SRR5368774,RNA-Seq,99,PRJNA237795,SAMN06627626,IOWA STATE UNIVERSITY,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2664030,Ames Iowa,47 days,feces,39,"TechStart 17-25\, Kent Feeds\, Muscatine\, IA",Offspring of sow B,ambient,not fasted,grower pig,male,9825,Illumina HiSeq 2000,200_7_feces_mt,SINGLE,cDNA,METATRANSCRIPTOMIC,5649,4041,pig gut metagenome,non-medicated,ILLUMINA,2017-04-03T00:00:00Z,-20 degrees Celsius,SRS2065942,200_7_feces,SRP038757,swine intestinal tract,6/11/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,,,200,domesticus,,,,,,
SRR5368777,OTHER,425,PRJNA237795,SAMN06627624,IOWA STATE UNIVERSITY,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2664033,USA: Ames\ IA,42 days,feces,39,"TechStart 17-25\, Kent Feeds\, Muscatine\, IA",Offspring of sow B,ambient,not fasted,grower pig,male,9825,454 GS FLX Titanium,200_2_feces_pg,SINGLE,other,OTHER,3,2,pig gut metagenome,non-medicated,LS454,2017-04-03T00:00:00Z,-20 degrees Celsius,SRS2065944,200_2_feces,SRP038757,,,,,,,,,,,,,,,none,6-Jun-12,swine intestinal tract,none,freshly voided feces,Sus scrofa domesticus
SRR5368773,OTHER,447,PRJNA237795,SAMN06627626,IOWA STATE UNIVERSITY,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2664029,USA: Ames\ IA,47 days,feces,39,"TechStart 17-25\, Kent Feeds\, Muscatine\, IA",Offspring of sow B,ambient,not fasted,grower pig,male,9825,454 GS FLX Titanium,200_7_feces_pg,SINGLE,other,OTHER,20,13,pig gut metagenome,non-medicated,LS454,2017-04-03T00:00:00Z,-20 degrees Celsius,SRS2065942,200_7_feces,SRP038757,,,,,,,,,,,,,,,none,11-Jun-12,swine intestinal tract,none,freshly voided feces,Sus scrofa domesticus
SRR5368776,OTHER,435,PRJNA237795,SAMN06627625,IOWA STATE UNIVERSITY,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2664032,USA: Ames\ IA,61 days,feces,39,"TechStart 17-25\, Kent Feeds\, Muscatine\, IA",Offspring of sow B,ambient,not fasted,grower pig,male,9825,454 GS FLX Titanium,200_21_feces_pg,SINGLE,other,OTHER,34,21,pig gut metagenome,non-medicated,LS454,2017-04-03T00:00:00Z,-20 degrees Celsius,SRS2065943,200_21_feces,SRP038757,,,,,,,,,,,,,,,none,25-Jun-12,swine intestinal tract,none,freshly voided feces,Sus scrofa domesticus
SRR5368901,OTHER,427,PRJNA237795,SAMN02645023,IOWA STATE UNIVERSITY,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2664157,Ames Iowa,35 days,feces,39,"TechStart 17-25 (Kent Feeds\, Muscatine\, IA)",Offspring of sow A,ambient,not fasted,grower pig,female,9825,454 GS FLX Titanium,187_5_feces_pg,SINGLE,other,OTHER,19,12,gut metagenome,medicated,LS454,2017-04-03T00:00:00Z,-20 degrees Celsius,SRS560599,187_5.sff,SRP038757,swine intestinal tract,5/30/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,1 grams feces,1 to 6 months,187,,,,,,,
SRR5368904,OTHER,443,PRJNA237795,SAMN02645019,IOWA STATE UNIVERSITY,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2664160,Ames Iowa,42 days,feces,39,"TechStart 17-25\, Kent Feeds\, Muscatine\, IA",Offspring of sow A,ambient,not fasted,grower pig,female,9825,454 GS FLX Titanium,187_2_feces_pg,SINGLE,other,OTHER,17,10,gut metagenome,medicated,LS454,2017-04-03T00:00:00Z,-20 degrees Celsius,SRS560594,187_2.sff,SRP038757,swine intestinal tract,6/6/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,1 grams feces,1 to 6 months,187,,,,,,,
SRR5368898,OTHER,440,PRJNA237795,SAMN02645024,IOWA STATE UNIVERSITY,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2664154,Ames Iowa,47 days,feces,39,"TechStart 17-25 (Kent Feeds\, Muscatine\, IA)",Offspring of sow A,ambient,not fasted,grower pig,female,9825,454 GS FLX Titanium,187_7_feces_pg,SINGLE,other,OTHER,43,26,gut metagenome,medicated,LS454,2017-04-03T00:00:00Z,-20 degrees Celsius,SRS560598,187_7.sff,SRP038757,swine intestinal tract,6/11/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,1 grams feces,1 to 6 months,187,,,,,,,
SRR5368890,OTHER,436,PRJNA237795,SAMN02645035,IOWA STATE UNIVERSITY,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2664146,Ames Iowa,35 days,feces,39,"TechStart 17-25 (Kent Feeds\, Muscatine\, IA)",Offspring of sow A,ambient,not fasted,grower pig,female,9825,454 GS FLX Titanium,188_5_feces_pg,SINGLE,other,OTHER,46,29,gut metagenome,non-medicated,LS454,2017-04-03T00:00:00Z,-20 degrees Celsius,SRS560611,188_5.sff,SRP038757,swine intestinal tract,5/30/12,MIGS/MIMS/MIMARKS.host-associated,none,pig,metagenome,swine,freshly voided feces,Antibiotic (carbadox) effects on the swine gut microbiota,1 gram of freshly voided feces,1 grams feces,1 to 6 months,188,,,,,,,
